budget,ckpt_setting,ckpt_dir,ckpt_path,plan_dir,train_log,eval_log,success_fraction,success_percent,result_path,train_seconds,eval_seconds
10000,demo_clean-static-namix-u10000,checkpoints/open_laptop/demo_clean-static-namix-u10000-200-seed0,/root/code/RoboTwin-task2/policy/DP/checkpoints/open_laptop/demo_clean-static-namix-u120000-200-seed0/policy_update_10000_seed_0.ckpt,plans/open_laptop/demo_clean-static-namix-200-seed0,logs/open_laptop/demo_clean-static-namix-u120000-200-seed0/train_20260424_115354.log,logs/open_laptop/demo_clean-static-namix-u10000-200-seed0/eval_20260424_115354.log,43/100,43.0%,eval_result/open_laptop/DP/demo_clean/demo_clean-static-namix-u10000/2026-04-24 19:49:24/_result.txt,28502,7447
